rhoYe is density times electron fraction [g/cm^3], T is temperature [MeV], mu_e is electron chemical potential [MeV]
e-(+) cap is electron (positron) capture, e-(+) dec is electron (positron) decay
For each process, first column is neutrino production [neutrinos/baryon second] and second column is energy loss [MeV/baryon second].
rhoYe     T      mu_e    e- cap                   e+ dec                   e+ cap                   e- dec                   
1.00E+01  0.001  0.509   4.5429E-08  2.1116E-07   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   8.8321E-09  4.1119E-08   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   6.4132E-09  2.9919E-08   5.9030E-03  1.2203E-02   5.3848E-298 2.8046E-299  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   5.0230E-09  2.3544E-08   5.9030E-03  1.2203E-02   5.2919E-150 5.5523E-151  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.8736E-08  8.8542E-08   5.9030E-03  1.2203E-02   1.1477E-86  2.1297E-87   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   3.6147E-07  1.7242E-06   5.9030E-03  1.2203E-02   4.1815E-62  1.1198E-62   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   5.1257E-06  2.4884E-05   5.9036E-03  1.2203E-02   7.3135E-43  2.9863E-43   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   2.3447E-05  1.1611E-04   5.9066E-03  1.2205E-02   4.0489E-33  2.2389E-33   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.4617E-04  7.5709E-04   5.9197E-03  1.2213E-02   3.4130E-23  2.9137E-23   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   1.1369E-03  6.5123E-03   5.9705E-03  1.2318E-02   6.4231E-15  9.6002E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.7689E-02  1.3135E-01   7.0628E-03  1.6786E-02   4.2482E-08  1.3771E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   1.9123E+00  3.0212E+01   2.1276E-02  8.9308E-02   1.4615E-02  1.5569E-01   0.0000E+00  0.0000E+00   
1.00E+01  0.001  0.509   4.5429E-08  2.1116E-07   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   8.8321E-09  4.1119E-08   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   6.4132E-09  2.9919E-08   5.9030E-03  1.2203E-02   5.3848E-298 2.8046E-299  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   5.0230E-09  2.3544E-08   5.9030E-03  1.2203E-02   5.2919E-150 5.5523E-151  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.8736E-08  8.8542E-08   5.9030E-03  1.2203E-02   1.1477E-86  2.1297E-87   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   3.6147E-07  1.7242E-06   5.9030E-03  1.2203E-02   4.1815E-62  1.1198E-62   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   5.1257E-06  2.4884E-05   5.9036E-03  1.2203E-02   7.3135E-43  2.9863E-43   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   2.3447E-05  1.1611E-04   5.9066E-03  1.2205E-02   4.0489E-33  2.2389E-33   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.4617E-04  7.5709E-04   5.9197E-03  1.2213E-02   3.4130E-23  2.9137E-23   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   1.1369E-03  6.5123E-03   5.9705E-03  1.2318E-02   6.4231E-15  9.6002E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.7689E-02  1.3135E-01   7.0628E-03  1.6786E-02   4.2482E-08  1.3771E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   1.9123E+00  3.0212E+01   2.1276E-02  8.9308E-02   1.4615E-02  1.5569E-01   0.0000E+00  0.0000E+00   
1.00E+02  0.001  0.511   4.6288E-07  2.1516E-06   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.009  0.473   8.8235E-08  4.1080E-07   5.9030E-03  1.2203E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.017  0.416   6.4102E-08  2.9905E-07   5.9030E-03  1.2203E-02   5.3782E-299 2.8011E-300  0.0000E+00  0.0000E+00   
1.00E+02  0.034  0.284   5.0224E-08  2.3542E-07   5.9030E-03  1.2203E-02   5.2898E-151 5.5500E-152  0.0000E+00  0.0000E+00   
1.00E+02  0.060  0.065   4.8503E-08  2.2922E-07   5.9030E-03  1.2203E-02   4.4328E-87  8.2252E-88   0.0000E+00  0.0000E+00   
1.00E+02  0.086  0.005   3.7995E-07  1.8124E-06   5.9030E-03  1.2203E-02   3.9778E-62  1.0653E-62   0.0000E+00  0.0000E+00   
1.00E+02  0.129  0.000   5.1427E-06  2.4966E-05   5.9036E-03  1.2203E-02   7.2891E-43  2.9764E-43   0.0000E+00  0.0000E+00   
1.00E+02  0.172  0.000   2.3464E-05  1.1620E-04   5.9066E-03  1.2205E-02   4.0460E-33  2.2373E-33   0.0000E+00  0.0000E+00   
1.00E+02  0.259  0.000   1.4619E-04  7.5718E-04   5.9197E-03  1.2213E-02   3.4126E-23  2.9133E-23   0.0000E+00  0.0000E+00   
1.00E+02  0.431  0.000   1.1369E-03  6.5125E-03   5.9705E-03  1.2318E-02   6.4230E-15  9.6000E-15   0.0000E+00  0.0000E+00   
