rhoYe is density times electron fraction [g/cm^3], T is temperature [MeV], mu_e is electron chemical potential [MeV]
e-(+) cap is electron (positron) capture, e-(+) dec is electron (positron) decay
For each process, first column is neutrino production [neutrinos/baryon second] and second column is energy loss [MeV/baryon second].
rhoYe     T      mu_e    e- cap                   e+ dec                   e+ cap                   e- dec                   
1.00E+01  0.001  0.509   1.4755E-07  9.6481E-07   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   2.8200E-08  1.8456E-07   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   2.0116E-08  1.3178E-07   7.0575E-02  2.9620E-01   1.7711E-285 9.2128E-287  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   1.5296E-08  1.0001E-07   6.8797E-02  2.8681E-01   1.2115E-143 1.2678E-144  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   5.4914E-08  3.5598E-07   6.3639E-02  2.5957E-01   5.2547E-83  9.7072E-84   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   1.0298E-06  6.6414E-06   5.9588E-02  2.3818E-01   1.4669E-59  3.9044E-60   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   1.4131E-05  9.1151E-05   5.5617E-02  2.1718E-01   3.2826E-41  1.3287E-41   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   6.3109E-05  4.0991E-04   5.3500E-02  2.0605E-01   6.3040E-32  3.4474E-32   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   3.7902E-04  2.5239E-03   5.1881E-02  1.9822E-01   1.7421E-22  1.4650E-22   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   2.7839E-03  1.9917E-02   5.3141E-02  2.0839E-01   1.1265E-14  1.6491E-14   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   3.8304E-02  3.4000E-01   6.5789E-02  2.9491E-01   2.3996E-08  7.5769E-08   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.5189E+00  4.4362E+01   1.5807E-01  9.8446E-01   5.7719E-03  5.9115E-02   0.0000E+00  0.0000E+00   
1.00E+01  0.001  0.509   1.4755E-07  9.6481E-07   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   2.8200E-08  1.8456E-07   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   2.0116E-08  1.3178E-07   7.0575E-02  2.9620E-01   1.7711E-285 9.2128E-287  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   1.5296E-08  1.0001E-07   6.8797E-02  2.8681E-01   1.2115E-143 1.2678E-144  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   5.4914E-08  3.5598E-07   6.3639E-02  2.5957E-01   5.2547E-83  9.7072E-84   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   1.0298E-06  6.6414E-06   5.9588E-02  2.3818E-01   1.4669E-59  3.9044E-60   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   1.4131E-05  9.1151E-05   5.5617E-02  2.1718E-01   3.2826E-41  1.3287E-41   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   6.3109E-05  4.0991E-04   5.3500E-02  2.0605E-01   6.3040E-32  3.4474E-32   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   3.7902E-04  2.5239E-03   5.1881E-02  1.9822E-01   1.7421E-22  1.4650E-22   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   2.7839E-03  1.9917E-02   5.3141E-02  2.0839E-01   1.1265E-14  1.6491E-14   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   3.8304E-02  3.4000E-01   6.5789E-02  2.9491E-01   2.3996E-08  7.5769E-08   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.5189E+00  4.4362E+01   1.5807E-01  9.8446E-01   5.7719E-03  5.9115E-02   0.0000E+00  0.0000E+00   
1.00E+02  0.001  0.511   1.5032E-06  9.8295E-06   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.009  0.473   2.8171E-07  1.8437E-06   7.0635E-02  2.9652E-01   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.017  0.416   2.0106E-07  1.3171E-06   7.0575E-02  2.9620E-01   1.7689E-286 9.2014E-288  0.0000E+00  0.0000E+00   
1.00E+02  0.034  0.284   1.5294E-07  1.0000E-06   6.8797E-02  2.8681E-01   1.2110E-144 1.2673E-145  0.0000E+00  0.0000E+00   
1.00E+02  0.060  0.065   1.4216E-07  9.2154E-07   6.3639E-02  2.5957E-01   2.0295E-83  3.7492E-84   0.0000E+00  0.0000E+00   
1.00E+02  0.086  0.005   1.0825E-06  6.9810E-06   5.9588E-02  2.3818E-01   1.3955E-59  3.7143E-60   0.0000E+00  0.0000E+00   
1.00E+02  0.129  0.000   1.4178E-05  9.1455E-05   5.5617E-02  2.1718E-01   3.2717E-41  1.3243E-41   0.0000E+00  0.0000E+00   
1.00E+02  0.172  0.000   6.3155E-05  4.1020E-04   5.3500E-02  2.0605E-01   6.2994E-32  3.4449E-32   0.0000E+00  0.0000E+00   
1.00E+02  0.259  0.000   3.7906E-04  2.5242E-03   5.1881E-02  1.9822E-01   1.7418E-22  1.4648E-22   0.0000E+00  0.0000E+00   
