rhoYe is density times electron fraction [g/cm^3], T is temperature [MeV], mu_e is electron chemical potential [MeV]
e-(+) cap is electron (positron) capture, e-(+) dec is electron (positron) decay
For each process, first column is neutrino production [neutrinos/baryon second] and second column is energy loss [MeV/baryon second].
rhoYe     T      mu_e    e- cap                   e+ dec                   e+ cap                   e- dec                   
1.00E+01  0.001  0.509   3.1097E-08  1.2167E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   6.1626E-09  2.4161E-08   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   4.5492E-09  1.7882E-08   2.5390E-03  4.2266E-03   1.3533E-312 7.0545E-314  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   3.6405E-09  1.4394E-08   2.5390E-03  4.2266E-03   5.5306E-157 5.8182E-158  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.3856E-08  5.5344E-08   2.5394E-03  4.2275E-03   2.2136E-90  4.1259E-91   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   2.7120E-07  1.0959E-06   2.5421E-03  4.2336E-03   1.6197E-64  4.3645E-65   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   3.9185E-06  1.6187E-05   2.5524E-03  4.2568E-03   2.8142E-44  1.1593E-44   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   1.8197E-05  7.7049E-05   2.5644E-03  4.2833E-03   4.7044E-34  2.6302E-34   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.1604E-04  5.1892E-04   2.5780E-03  4.3121E-03   1.1167E-23  9.6731E-24   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   9.3280E-04  4.6971E-03   2.5970E-03  4.3889E-03   4.3274E-15  6.5846E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.5830E-02  1.0703E-01   3.6427E-03  8.3759E-03   4.7974E-08  1.5803E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.2833E+00  3.4889E+01   2.5332E-02  1.1320E-01   2.6678E-02  2.9039E-01   0.0000E+00  0.0000E+00   
1.00E+01  0.001  0.509   3.1097E-08  1.2167E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   6.1626E-09  2.4161E-08   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   4.5492E-09  1.7882E-08   2.5390E-03  4.2266E-03   1.3533E-312 7.0545E-314  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   3.6405E-09  1.4394E-08   2.5390E-03  4.2266E-03   5.5306E-157 5.8182E-158  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.3856E-08  5.5344E-08   2.5394E-03  4.2275E-03   2.2136E-90  4.1259E-91   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   2.7120E-07  1.0959E-06   2.5421E-03  4.2336E-03   1.6197E-64  4.3645E-65   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   3.9185E-06  1.6187E-05   2.5524E-03  4.2568E-03   2.8142E-44  1.1593E-44   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   1.8197E-05  7.7049E-05   2.5644E-03  4.2833E-03   4.7044E-34  2.6302E-34   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.1604E-04  5.1892E-04   2.5780E-03  4.3121E-03   1.1167E-23  9.6731E-24   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   9.3280E-04  4.6971E-03   2.5970E-03  4.3889E-03   4.3274E-15  6.5846E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.5830E-02  1.0703E-01   3.6427E-03  8.3759E-03   4.7974E-08  1.5803E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.2833E+00  3.4889E+01   2.5332E-02  1.1320E-01   2.6678E-02  2.9039E-01   0.0000E+00  0.0000E+00   
1.00E+02  0.001  0.511   3.1690E-07  1.2400E-06   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.009  0.473   6.1570E-08  2.4139E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.017  0.416   4.5472E-08  1.7874E-07   2.5390E-03  4.2266E-03   1.3488E-313 7.0167E-315  0.0000E+00  0.0000E+00   
1.00E+02  0.034  0.284   3.6401E-08  1.4392E-07   2.5390E-03  4.2266E-03   5.5283E-158 5.8158E-159  0.0000E+00  0.0000E+00   
1.00E+02  0.060  0.065   3.5870E-08  1.4327E-07   2.5394E-03  4.2276E-03   8.5494E-91  1.5935E-91   0.0000E+00  0.0000E+00   
1.00E+02  0.086  0.005   2.8506E-07  1.1519E-06   2.5421E-03  4.2336E-03   1.5408E-64  4.1520E-65   0.0000E+00  0.0000E+00   
1.00E+02  0.129  0.000   3.9315E-06  1.6240E-05   2.5524E-03  4.2568E-03   2.8048E-44  1.1554E-44   0.0000E+00  0.0000E+00   
1.00E+02  0.172  0.000   1.8210E-05  7.7104E-05   2.5644E-03  4.2833E-03   4.7010E-34  2.6283E-34   0.0000E+00  0.0000E+00   
1.00E+02  0.259  0.000   1.1605E-04  5.1898E-04   2.5780E-03  4.3121E-03   1.1166E-23  9.6719E-24   0.0000E+00  0.0000E+00   
1.00E+02  0.431  0.000   9.3281E-04  4.6972E-03   2.5970E-03  4.3889E-03   4.3273E-15  6.5844E-15   0.0000E+00  0.0000E+00   
1.00E+02  0.862  0.000   1.5830E-02  1.0703E-01   3.6427E-03  8.3759E-03   4.7974E-08  1.5803E-07   0.0000E+00  0.0000E+00   
1.00E+02  2.585  0.000   2.2833E+00  3.4889E+01   2.5332E-02  1.1320E-01   2.6678E-02  2.9039E-01   0.0000E+00  0.0000E+00   
1.00E+01  0.001  0.509   3.1097E-08  1.2167E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   6.1626E-09  2.4161E-08   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   4.5492E-09  1.7882E-08   2.5390E-03  4.2266E-03   1.3533E-312 7.0545E-314  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   3.6405E-09  1.4394E-08   2.5390E-03  4.2266E-03   5.5306E-157 5.8182E-158  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.3856E-08  5.5344E-08   2.5394E-03  4.2275E-03   2.2136E-90  4.1259E-91   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   2.7120E-07  1.0959E-06   2.5421E-03  4.2336E-03   1.6197E-64  4.3645E-65   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   3.9185E-06  1.6187E-05   2.5524E-03  4.2568E-03   2.8142E-44  1.1593E-44   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   1.8197E-05  7.7049E-05   2.5644E-03  4.2833E-03   4.7044E-34  2.6302E-34   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.1604E-04  5.1892E-04   2.5780E-03  4.3121E-03   1.1167E-23  9.6731E-24   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   9.3280E-04  4.6971E-03   2.5970E-03  4.3889E-03   4.3274E-15  6.5846E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.5830E-02  1.0703E-01   3.6427E-03  8.3759E-03   4.7974E-08  1.5803E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   2.2833E+00  3.4889E+01   2.5332E-02  1.1320E-01   2.6678E-02  2.9039E-01   0.0000E+00  0.0000E+00   
1.00E+02  0.001  0.511   3.1690E-07  1.2400E-06   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.009  0.473   6.1570E-08  2.4139E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+02  0.017  0.416   4.5472E-08  1.7874E-07   2.5390E-03  4.2266E-03   1.3488E-313 7.0167E-315  0.0000E+00  0.0000E+00   
1.00E+02  0.034  0.284   3.6401E-08  1.4392E-07   2.5390E-03  4.2266E-03   5.5283E-158 5.8158E-159  0.0000E+00  0.0000E+00   
1.00E+02  0.060  0.065   3.5870E-08  1.4327E-07   2.5394E-03  4.2276E-03   8.5494E-91  1.5935E-91   0.0000E+00  0.0000E+00   
1.00E+02  0.086  0.005   2.8506E-07  1.1519E-06   2.5421E-03  4.2336E-03   1.5408E-64  4.1520E-65   0.0000E+00  0.0000E+00   
1.00E+02  0.129  0.000   3.9315E-06  1.6240E-05   2.5524E-03  4.2568E-03   2.8048E-44  1.1554E-44   0.0000E+00  0.0000E+00   
1.00E+02  0.172  0.000   1.8210E-05  7.7104E-05   2.5644E-03  4.2833E-03   4.7010E-34  2.6283E-34   0.0000E+00  0.0000E+00   
1.00E+02  0.259  0.000   1.1605E-04  5.1898E-04   2.5780E-03  4.3121E-03   1.1166E-23  9.6719E-24   0.0000E+00  0.0000E+00   
1.00E+02  0.431  0.000   9.3281E-04  4.6972E-03   2.5970E-03  4.3889E-03   4.3273E-15  6.5844E-15   0.0000E+00  0.0000E+00   
1.00E+02  0.862  0.000   1.5830E-02  1.0703E-01   3.6427E-03  8.3759E-03   4.7974E-08  1.5803E-07   0.0000E+00  0.0000E+00   
1.00E+02  2.585  0.000   2.2833E+00  3.4889E+01   2.5332E-02  1.1320E-01   2.6678E-02  2.9039E-01   0.0000E+00  0.0000E+00   
1.00E+03  0.001  0.513   1.1966E-06  4.6827E-06   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+03  0.009  0.493   6.1033E-07  2.3930E-06 1.00E+01  0.001  0.509   3.1097E-08  1.2167E-07   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   6.1626E-09  2.4161E-08   2.5390E-03  4.2266E-03   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
