rhoYe is density times electron fraction [g/cm^3], T is temperature [MeV], mu_e is electron chemical potential [MeV]
e-(+) cap is electron (positron) capture, e-(+) dec is electron (positron) decay
For each process, first column is neutrino production [neutrinos/baryon second] and second column is energy loss [MeV/baryon second].
rhoYe     T      mu_e    e- cap                   e+ dec                   e+ cap                   e- dec                   
1.00E+01  0.001  0.509   4.5930E-08  2.1238E-07   5.9088E-03  1.2211E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.009  0.453   8.9298E-09  4.1358E-08   5.9088E-03  1.2211E-02   0.0000E+00  0.0000E+00   0.0000E+00  0.0000E+00   
1.00E+01  0.017  0.377   6.4844E-09  3.0094E-08   5.9088E-03  1.2211E-02   5.7710E-298 3.0067E-299  0.0000E+00  0.0000E+00   
1.00E+01  0.034  0.205   5.0793E-09  2.3684E-08   5.9088E-03  1.2211E-02   5.2669E-150 5.5293E-151  0.0000E+00  0.0000E+00   
1.00E+01  0.060  0.008   1.8949E-08  8.9078E-08   5.9088E-03  1.2211E-02   1.1075E-86  2.0572E-87   0.0000E+00  0.0000E+00   
1.00E+01  0.086  0.000   3.6564E-07  1.7349E-06   5.9088E-03  1.2211E-02   3.9885E-62  1.0696E-62   0.0000E+00  0.0000E+00   
1.00E+01  0.129  0.000   5.1865E-06  2.5047E-05   5.9094E-03  1.2211E-02   6.9206E-43  2.8313E-43   0.0000E+00  0.0000E+00   
1.00E+01  0.172  0.000   2.3732E-05  1.1691E-04   5.9120E-03  1.2212E-02   3.8208E-33  2.1178E-33   0.0000E+00  0.0000E+00   
1.00E+01  0.259  0.000   1.4801E-04  7.6266E-04   5.9224E-03  1.2214E-02   3.2237E-23  2.7606E-23   0.0000E+00  0.0000E+00   
1.00E+01  0.431  0.000   1.1509E-03  6.5614E-03   5.9589E-03  1.2283E-02   6.1418E-15  9.2110E-15   0.0000E+00  0.0000E+00   
1.00E+01  0.862  0.000   1.7849E-02  1.3212E-01   7.0019E-03  1.6603E-02   4.1662E-08  1.3533E-07   0.0000E+00  0.0000E+00   
1.00E+01  2.585  0.000   1.9157E+00  3.0253E+01   2.1108E-02  8.8418E-02   1.4583E-02  1.5540E-01   0.0000E+00  0.0000E+00   
